"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N"
"1000000US470370160001019","Block 1019, Block Group 1, Census Tract 160, Davidson County, Tennessee","29","26","0","23","0","0","0","3","3","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001020","Block 1020, Block Group 1, Census Tract 160, Davidson County, Tennessee","20","18","6","12","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001021","Block 1021, Block Group 1, Census Tract 160, Davidson County, Tennessee","29","28","10","18","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001022","Block 1022, Block Group 1, Census Tract 160, Davidson County, Tennessee","35","28","4","16","0","0","0","8","7","6","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001023","Block 1023, Block Group 1, Census Tract 160, Davidson County, Tennessee","10","9","0","8","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001024","Block 1024, Block Group 1, Census Tract 160, Davidson County, Tennessee","35","32","17","14","0","0","0","1","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001025","Block 1025, Block Group 1, Census Tract 160, Davidson County, Tennessee","12","12","0","8","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001026","Block 1026, Block Group 1, Census Tract 160, Davidson County, Tennessee","16","14","1","13","0","0","0","0","2","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001027","Block 1027, Block Group 1, Census Tract 160, Davidson County, Tennessee","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001028","Block 1028, Block Group 1, Census Tract 160, Davidson County, Tennessee","558","547","19","523","0","0","0","5","11","11","9","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001029","Block 1029, Block Group 1, Census Tract 160, Davidson County, Tennessee","9","6","3","3","0","0","0","0","3","3","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001030","Block 1030, Block Group 1, Census Tract 160, Davidson County, Tennessee","12","8","0","8","0","0","0","0","4","4","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001031","Block 1031, Block Group 1, Census Tract 160, Davidson County, Tennessee","10","8","1","7","0","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001032","Block 1032, Block Group 1, Census Tract 160, Davidson County, Tennessee","16","15","0","15","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001033","Block 1033, Block Group 1, Census Tract 160, Davidson County, Tennessee","20","19","4","15","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001034","Block 1034, Block Group 1, Census Tract 160, Davidson County, Tennessee","19","17","1","16","0","0","0","0","2","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001035","Block 1035, Block Group 1, Census Tract 160, Davidson County, Tennessee","24","24","0","22","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001036","Block 1036, Block Group 1, Census Tract 160, Davidson County, Tennessee","6","5","0","5","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001037","Block 1037, Block Group 1, Census Tract 160, Davidson County, Tennessee","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001038","Block 1038, Block Group 1, Census Tract 160, Davidson County, Tennessee","25","25","6","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001039","Block 1039, Block Group 1, Census Tract 160, Davidson County, Tennessee","23","23","4","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001040","Block 1040, Block Group 1, Census Tract 160, Davidson County, Tennessee","6","4","0","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001041","Block 1041, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001042","Block 1042, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001043","Block 1043, Block Group 1, Census Tract 160, Davidson County, Tennessee","5","3","3","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001044","Block 1044, Block Group 1, Census Tract 160, Davidson County, Tennessee","295","293","4","289","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001045","Block 1045, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001046","Block 1046, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001047","Block 1047, Block Group 1, Census Tract 160, Davidson County, Tennessee","7","4","0","3","0","1","0","0","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001048","Block 1048, Block Group 1, Census Tract 160, Davidson County, Tennessee","35","33","4","29","0","0","0","0","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001049","Block 1049, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001050","Block 1050, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001051","Block 1051, Block Group 1, Census Tract 160, Davidson County, Tennessee","10","10","7","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001052","Block 1052, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001053","Block 1053, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001054","Block 1054, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001055","Block 1055, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001056","Block 1056, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001057","Block 1057, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001058","Block 1058, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001059","Block 1059, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001060","Block 1060, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001061","Block 1061, Block Group 1, Census Tract 160, Davidson County, Tennessee","4","4","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001062","Block 1062, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US470370160001063","Block 1063, Block Group 1, Census Tract 160, Davidson County, Tennessee","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
